レベル,問題,回答,正誤,回答時間,スコア
レベル,問題,回答,正誤,回答時間,スコア
レベル,問題,回答,正誤,回答時間,スコア
1,9時15分,9時15分,○,6.77,1200
2,12時0分,12時0分,○,3.47,2720
4,3時0分,3時0分,○,4.97,4600
6,5時45分,5時45分,○,4.12,6560
8,10時25分,10時25分,○,4.56,8740
10,3時20分,3時20分,○,6.20,11340
レベル,問題,回答,正誤,回答時間,スコア
1,9時15分,9時15分,○,6.96,1200
2,3時0分,3時0分,○,5.34,2720
4,12時0分,12時0分,○,6.35,4460
5,4時30分,4時30分,○,4.73,6420
7,9時25分,9時25分,○,4.78,8780
9,3時15分,3時15分,○,6.92,10980
10,6時50分,6時50分,○,7.97,13600
11,6時15分,6時15分,○,4.69,16440
12,1時40分,1時40分,○,5.04,19240
